cz,czname,stateabbrv,n_ige_rank_8085,prob_p1_k1,prob_p1_k2,prob_p1_k3,prob_p1_k4,prob_p1_k5,prob_p2_k1,prob_p2_k2,prob_p2_k3,prob_p2_k4,prob_p2_k5,prob_p3_k1,prob_p3_k2,prob_p3_k3,prob_p3_k4,prob_p3_k5,prob_p4_k1,prob_p4_k2,prob_p4_k3,prob_p4_k4,prob_p4_k5,prob_p5_k1,prob_p5_k2,prob_p5_k3,prob_p5_k4,prob_p5_k5,frac_par_1,frac_par_2,frac_par_3,frac_par_4,frac_par_5,frac_kid_1,frac_kid_2,frac_kid_3,frac_kid_4,frac_kid_5,pop2000,intersects_msa,cs_race_bla,cs_race_theil_2000,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,gini99,frac_middleclass,taxrate,subcty_total_expenditure_pc,tax_st_diff_top20,eitc_exposure,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_labforce,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,incgrowth0010
15900.0,Columbus,OH,120627.0,0.4087013,0.27753064,0.16686557,0.0978084,0.049094066,0.27735054,0.24841739,0.21379106,0.15991843,0.10052258,0.18572618,0.20317112,0.23041701,0.21066374,0.17002195,0.12989713,0.166252,0.22332801,0.24661146,0.2339114,0.09801984,0.12454053,0.18552627,0.24441722,0.34749615,0.15281819,0.19512215,0.21907201,0.2232419,0.20974575,0.20681937,0.19862883,0.2064629,0.19862054,0.18946835,"1,663,807",1.0,0.1239633,0.26876494,0.12154713,0.10638618,0.13855009,0.27109453,40285.63,0.45132,14.000999,0.31131,0.54487,0.02414691,2301.4185,2.6599999999999997,0.0,6.531111552757005,19.028989576387186,3.6897678,,0.012621656,8030.039,0.10743025,0.6924927,0.11920225,0.8446983911647932,0.0047726,0.020228908761653244,0.019068317419027567,0.043720596,0.609776225898037,0.36347485,0.0029702964,0.22838399,0.11018007,0.5266,-0.0097712735
16000.0,Mansfield,OH,26097.0,0.3779412,0.2531863,0.17696078,0.12745099,0.064460784,0.24390635,0.22514433,0.22354074,0.19387428,0.11353432,0.16132167,0.19714008,0.22934888,0.2379564,0.17423296,0.11046412,0.15019695,0.21322145,0.26579893,0.26031855,0.086162835,0.12048193,0.18546915,0.2709018,0.3369843,0.15633981,0.23895466,0.27600873,0.22374219,0.10495459,0.19565468,0.19404529,0.21155688,0.2198337,0.17890945,"326,186",1.0,0.051010773,0.23107669,0.040936925,0.040049583,0.04114203,0.4026722,33186.453,0.33475,7.903,0.25572,0.63998,0.019618688,1713.348,2.6599999999999997,0.0,5.2480172942943115,18.92856942225655,4.967749,,0.015328677,6364.563,-0.0163034,0.6220666,0.28342715,1.2751561974205572,0.0048021,0.013007915729062559,0.012823971599026322,0.012483424,0.991697048217928,0.3951457,0.00051055814,0.20593604,0.11274615,0.5718742,-0.010755284
16100.0,State College,PA,20330.0,0.27646703,0.23200242,0.2029643,0.1754386,0.11312765,0.17149812,0.21155123,0.22106661,0.22549236,0.17039168,0.119689025,0.17935275,0.2093654,0.2469716,0.24462123,0.09941107,0.13922262,0.20212014,0.26030624,0.29893994,0.09563943,0.1271528,0.15536827,0.26126787,0.36057165,0.16261682,0.22228234,0.272061,0.20880473,0.13423511,0.14923757,0.17968519,0.20216429,0.23526807,0.23364486,"310,658",1.0,0.022816088,0.19496204,0.054989964,0.05436598,0.057529856,0.39699185,28923.484,0.37283,8.759,0.28524,0.61335,0.017474104,1366.9154,0.0,0.0,6.981360811481086,17.750875750725033,6.3521056,-0.013388887,0.019313844,7303.126,0.43192762,0.5824722,0.15898213,0.9069728295246349,0.0036741002,0.0126956331399803,0.014594827752705548,0.029103216,0.294636627522677,0.46396038,0.0009817871,0.15319732,0.0710767,0.5275401,-0.0022735226
16200.0,Altoona,PA,31261.0,0.30356535,0.23870967,0.19066215,0.1646859,0.10237691,0.18375033,0.19504978,0.21926285,0.22222222,0.17971483,0.117218174,0.1592821,0.21088053,0.2498037,0.26281548,0.08249014,0.118676044,0.19087635,0.27731094,0.33064654,0.090567224,0.10654967,0.15010968,0.25164527,0.40112817,0.18841368,0.2378043,0.28517962,0.18652634,0.10207607,0.15895204,0.16979623,0.19912991,0.23252615,0.23959567,"411,749",1.0,0.017374663,0.16276377,0.03806643,0.041633874,0.034472946,0.3909449,30391.738,0.37061,9.835,0.27226,0.62153,0.015894989,1549.5631,0.0,0.0,7.147494089559671,18.086262579703465,7.231121,-0.01509565,0.01700065,7679.234,0.24090132,0.56975657,0.15422723,1.4487852592726582,0.0034485,0.005777791810059041,0.007504571960101907,0.009940084,0.9382680044470784,0.6495098,0.0012774772,0.17676198,0.07758055,0.5639431,0.0025253834
16300.0,Pittsburgh,PA,181126.0,0.3406645,0.24172729,0.18147987,0.14097965,0.09514869,0.20927393,0.20761451,0.21681957,0.19925483,0.16703716,0.14178956,0.16793302,0.21334666,0.23671582,0.24021494,0.10105934,0.13356338,0.19820951,0.25122464,0.31594315,0.08678678,0.10448706,0.16080613,0.24448021,0.40343982,0.16467541,0.17633581,0.22089595,0.22879653,0.20929629,0.16560847,0.16593973,0.19425152,0.21928933,0.25491095,"2,561,364",1.0,0.07526771,0.32324183,0.08058452,0.068550095,0.088620335,0.28716722,38685.652,0.45026,13.848,0.31178004,0.53349,0.022069613,2244.079,0.0,0.0,8.19941420317261,18.067584444305915,5.0348153,-0.0101794675,0.02186335,8789.465,0.09195481,0.5990268,0.12414028,0.5562626393614146,0.0043416,0.007127452404265852,0.010615047295113072,0.025203532,0.6037522675272309,0.65080166,0.0017710471,0.20855401,0.0821813,0.5454549,-0.0006785398
16400.0,Youngstown,OH,62226.0,0.36549482,0.27499786,0.17577624,0.11675648,0.066974595,0.23558545,0.23299822,0.21873152,0.18472797,0.12795684,0.15769038,0.19307365,0.22181864,0.23158817,0.19582915,0.11547175,0.15756778,0.20660675,0.25718045,0.26317328,0.10141381,0.11337683,0.17346384,0.25706905,0.35467646,0.18787967,0.21740109,0.256613,0.21989201,0.11821425,0.19773085,0.19991644,0.20343587,0.20846592,0.19045094,"809,682",1.0,0.08644505,0.3382691,0.059949007,0.06008106,0.059305303,0.3737756,34807.59,0.38658,10.241,0.28416997,0.60278,0.01595983,1645.2642,2.6599999999999997,0.0,6.079092685624366,19.183753329542384,6.5676484,-0.015930418,0.024701055,9906.638,0.010935658,0.58919257,0.22596636,0.9645125358531915,0.0042062,0.008490987819909545,0.011067307906066826,0.018596143,0.9058100951258685,0.5485191,0.0012431742,0.23076758,0.10125927,0.5541838,-0.009558084
16500.0,Erie,PA,52574.0,0.3292327,0.26511675,0.19130525,0.13917848,0.07516681,0.2087418,0.2321252,0.22475043,0.20019786,0.13418473,0.13563791,0.19020067,0.22681998,0.24417754,0.2031639,0.10248713,0.14957118,0.20377359,0.2600343,0.2841338,0.09146435,0.12337761,0.16949153,0.2475187,0.36814782,0.1824476,0.21149237,0.25971013,0.22178262,0.12456728,0.17356488,0.19540077,0.20765017,0.2196523,0.20373188,"659,098",1.0,0.033776466,0.21043488,0.049627718,0.051147953,0.047195196,0.42661795,31989.465,0.39163,10.49,0.28673,0.59601,0.02176092,2011.1875,0.0,0.0,7.642280560702491,17.704768915393217,5.0367026,-0.0077785053,0.02124115,7200.065,0.15224408,0.6105242,0.2304028,1.3412136500576188,0.003896,0.006584756743306761,0.008900042178856558,0.018892152,0.6941446906608071,0.5207905,0.0011637117,0.21277413,0.089969605,0.54642504,-0.0052589234
16600.0,Roanoke,VA,29321.0,0.38484508,0.25214633,0.1789847,0.12000746,0.064016424,0.25441346,0.23082,0.22125062,0.18099323,0.112522684,0.181202,0.19581263,0.22699201,0.22172014,0.17427324,0.12400128,0.1655481,0.21220838,0.24177054,0.25647172,0.10989011,0.11948052,0.17562437,0.24375625,0.35124874,0.18273592,0.20671192,0.22642475,0.21343064,0.17069677,0.2091675,0.19385423,0.20510897,0.2027557,0.1891136,"468,038",1.0,0.09103961,0.22515792,0.065696485,0.06617603,0.06359761,0.33401754,34410.957,0.42375,9.212,0.33163002,0.54431,0.018546082,1631.559,0.0,0.0,6.20780984407913,16.56280949974735,3.08367,-0.0017100709,0.023502365,3969.89,0.2063911,0.62033296,0.17074488,1.1085326894394136,0.0045808,0.007772873142779005,0.008627504604327,0.027442584,-0.1958827097863573,0.45805255,0.0008463763,0.21080272,0.096444175,0.54453695,-0.0036558877
16701.0,Elkins,WV,4279.0,0.3221003,0.23902822,0.1763323,0.15673982,0.10579937,0.20377979,0.22514379,0.21774857,0.19967133,0.15365653,0.14708887,0.19305414,0.20224719,0.22982635,0.22778346,0.12126538,0.15289983,0.18804921,0.24077329,0.2970123,0.079831935,0.11344538,0.18907563,0.2394958,0.37815127,0.29820052,0.28441224,0.22879177,0.132975,0.055620473,0.20822622,0.20612292,0.19630755,0.20144893,0.18789437,"60,271",0.0,0.007433094,0.049625,0.009113679,0.0083620725,0.0060221767,0.38825363,26301.582,0.39055,8.336,0.30719,0.55953,0.007674418,1400.2955,2.5,0.0,5.978673650734261,14.68421637643572,-6.4832206,-0.017061574,0.033183455,13180.015,0.15220518,0.53920853,0.11819245,2.177368484174222,0.0041112,0.004778417481043951,0.005342536211444974,0.005634703,-0.3423984677933781,0.35705397,0.0012443796,0.16848221,0.11171857,0.5795196,-0.0008275479
16702.0,Morgantown,WV,17975.0,0.342814,0.2426378,0.17367229,0.13591744,0.10495847,0.20782986,0.22329628,0.1940551,0.19937168,0.17544708,0.15680616,0.17340067,0.2034632,0.2113997,0.25493026,0.11699327,0.14565663,0.17110266,0.24276105,0.3234864,0.11412331,0.13248798,0.14691736,0.21600349,0.39046785,0.2210292,0.23020862,0.23132128,0.19020863,0.12723227,0.19666202,0.18970793,0.181363,0.1984979,0.23376912,"259,942",1.0,0.022655053,0.10798202,0.05185193,0.053669043,0.04645655,0.33587077,28593.008,0.42408,9.565001,0.32843,0.55982,0.013390681,1640.6886,2.5,0.0,6.507233923174528,16.047431068617506,-6.3965936,-0.008127227,0.026929084,2142.9978,0.13128868,0.56423867,0.081447884,0.5720585745795029,0.0030346,0.007163136391964362,0.006570696539997384,0.01901756,0.3717212351133337,0.37009794,0.001254126,0.1890678,0.09174782,0.53614056,-0.0057986765
16703.0,Buckhannon,WV,3060.0,0.30586907,0.26523703,0.15011287,0.1523702,0.12641084,0.21020657,0.20656136,0.20170109,0.18833536,0.19319563,0.14044943,0.15168539,0.2008427,0.25983146,0.24719101,0.13901345,0.12107623,0.15246637,0.24663678,0.34080717,0.098445594,0.119170986,0.17098446,0.22279793,0.38860103,0.2895425,0.26895425,0.23267974,0.14575164,0.0630719,0.20424837,0.19281046,0.17745098,0.20522876,0.22026144,"40,323",0.0,0.0040919576,0.04159475,0.011279501,0.01589127,0.008938312,0.3771066,25061.543,0.4036,7.553,0.32807,0.54987,0.011866025,1220.8531,2.5,0.0,6.2383529108457,16.14605319913731,-10.27521,-0.011137593,0.024799742,16800.0,0.19709693,0.5320786,0.11206586,0.7403446091379825,0.002973,0.00805991617687176,0.010639089353470724,0.004952381,-0.14107892954120752,0.31163356,0.000768792,0.1806891,0.101357654,0.57738024,0.0058011925
16801.0,Beckley,WV,12391.0,0.36162147,0.23622048,0.16972879,0.12598425,0.10644503,0.23572378,0.22841966,0.18326694,0.17994688,0.17264277,0.16024268,0.1805853,0.20235546,0.22376874,0.23304783,0.12421155,0.15283842,0.17418729,0.2484231,0.30033964,0.12695493,0.12051518,0.1674333,0.22539099,0.3597056,0.2767331,0.24307965,0.22613187,0.1663304,0.08772496,0.22540553,0.19772415,0.18093778,0.1902994,0.20563312,"174,251",1.0,0.061331067,0.1211147,0.014787669,0.011609403,0.017279768,0.3301345,28130.656,0.44587,11.535,0.33052,0.53945,0.0102397045,1316.7307,2.5,0.0,6.098949241879728,16.01469063374037,-6.8800697,-0.0024533716,0.02869424,5807.9297,-0.24150759,0.49035394,0.068655685,0.30629863734850105,0.0033986,0.0060831788626751065,0.006932528364256159,0.00902298,-0.8619870542281312,0.30298248,0.0012106122,0.21739991,0.103529796,0.5802506,-0.0060668956
16802.0,Summersville,WV,4162.0,0.346211,0.21099554,0.17161961,0.14264487,0.12852897,0.20945945,0.17181467,0.20173745,0.1949807,0.22200772,0.16178067,0.13789359,0.18241042,0.2019544,0.3159609,0.118892506,0.11563518,0.15635179,0.23941368,0.36970684,0.11020408,0.10612245,0.15102041,0.2244898,0.40816328,0.3234022,0.24891879,0.22128785,0.14752522,0.05886593,0.2239308,0.1648246,0.1780394,0.18789044,0.24531475,"58,143",0.0,0.0030270196,0.043054655,0.010559249,0.0094890855,0.00971684,0.3292134,25661.77,0.4515,13.73,0.31419998,0.54475,0.0099546425,1483.1962,2.5,0.0,6.065307247175531,14.800385781206945,-6.95246,-0.008349648,0.03439795,1027.3917,-0.019562371,0.486349,0.0936577,0.16954200500522,0.0029266,0.006208829953734758,0.006501212527733347,0.004799156,-0.5930188618032779,0.3220508,0.0016683006,0.17513466,0.10057,0.5947621,-0.0043605343
16901.0,Charleston,WV,25327.0,0.3789365,0.23008089,0.1588367,0.13491654,0.09722939,0.2710688,0.2193139,0.17866349,0.16676581,0.16418798,0.19442897,0.17827298,0.19090065,0.21764159,0.2187558,0.14635569,0.15821186,0.19280855,0.22371234,0.27891156,0.11514076,0.14278468,0.1610449,0.23028152,0.35074815,0.22943895,0.19911557,0.21261895,0.2031429,0.15568365,0.22991274,0.18873139,0.17684685,0.19173214,0.21277688,"347,345",1.0,0.044080094,0.1770377,0.056624033,0.049662735,0.058545418,0.27996415,34109.066,0.47367,12.717,0.3465,0.51827,0.013172372,1531.5051,2.5,0.0,6.254279526961264,15.732846565199509,-9.145795,0.0057983818,0.017273892,3243.1882,-0.10955521,0.55338424,0.082691595,0.26043919503272916,0.0033250002,0.007874015748031496,0.009679137456995206,0.010530051,-0.08654556386740243,0.29993522,0.0016183984,0.20972063,0.112798125,0.5731627,-0.0020569097
16902.0,Spencer,WV,1699.0,0.30797774,0.21892393,0.16512059,0.16141002,0.14656772,0.21503131,0.18997912,0.20668058,0.20041753,0.18789144,0.15594059,0.13366337,0.19554456,0.23019803,0.28465346,0.1010101,0.13636364,0.16666667,0.1969697,0.3989899,0.15,0.1125,0.1,0.175,0.4625,0.31705883,0.28176472,0.23764706,0.11647059,0.047058824,0.21411765,0.17588235,0.18117647,0.19352941,0.23529412,"23,028",0.0,0.0017370158,0.011167093,0.0071750456,0.00687244,0.0038975463,0.26763567,23337.15,0.35609,6.9410005,0.28668,0.55233,0.00933371,1333.4492,2.5,0.0,6.716955941255008,14.80438362260792,-10.746425,0.0014745039,,,,0.49088243,0.14069092,0.23103974677889186,0.0026447,0.01298419315615772,0.009336459961785653,0.0061588623,-0.6506807019917268,0.24678652,0.0011290603,0.1632653,0.09990612,0.60280555,-0.004681785
17000.0,Pikeville,KY,15361.0,0.3680751,0.20431925,0.14234743,0.14741784,0.13784038,0.26287186,0.18249428,0.16676201,0.19965675,0.1882151,0.19512194,0.16918802,0.1698055,0.23000926,0.23587526,0.16473731,0.13134462,0.15894924,0.22796082,0.31700802,0.15734597,0.109004736,0.15734597,0.21990521,0.3563981,0.34665713,0.22758935,0.21085867,0.14621444,0.06868043,0.2634594,0.17472821,0.15715122,0.19347699,0.21118417,"204,354",0.0,0.007829551,0.10309347,0.016702387,0.012997757,0.014975096,0.2951308,23076.338,0.47379,10.775,0.36604,0.50136,0.009887869,1240.166,0.20000000000000018,0.0,6.460241578730568,15.390207640988484,-2.2619638,0.0011021722,0.009786938,3670.5645,-0.14223012,0.43532798,0.053993072,0.023016100661747727,0.0023914,0.0030584182350235378,0.005573661391506895,0.0037695894,-1.3470017783111912,0.33093065,0.00056764245,0.18620865,0.10306853,0.6079913,0.004498474
17100.0,Huntington,KY,24374.0,0.3970881,0.25118774,0.15478927,0.12842911,0.06850575,0.28774658,0.22894537,0.18569803,0.17716236,0.12044765,0.20818605,0.18102325,0.18939535,0.21655814,0.2048372,0.16897507,0.15858726,0.18421052,0.23707294,0.2511542,0.13972126,0.14634146,0.16271777,0.22857143,0.32264808,0.2677033,0.21629605,0.22052187,0.17773037,0.11774842,0.2609338,0.2021006,0.17526872,0.1895052,0.17219168,"344,380",1.0,0.021133631,0.14353158,0.042504974,0.04491371,0.040530913,0.3428911,29100.752,0.46683,11.153,0.35529998,0.51926,0.012018375,1448.4067,0.20000000000000018,0.0,6.436131164651648,16.517513348058223,-2.1260653,0.001235399,0.020326383,2399.5815,-0.03794269,0.5412908,0.12198655,0.4496222869852147,0.0029143,0.007018409896045067,0.007599163714501423,0.008748256,-0.40364814816664296,0.37046576,0.001107715,0.20849901,0.10656659,0.57708555,-0.003440846
17200.0,Harrisonburg,VA,11626.0,0.30154,0.26428217,0.19672132,0.14356682,0.09388971,0.20114723,0.21759082,0.2374761,0.2045889,0.13919695,0.134759,0.19178547,0.22606924,0.24575695,0.20162933,0.09837432,0.1529804,0.21550646,0.25593996,0.27719882,0.10949788,0.11675741,0.18209316,0.23774955,0.35390198,0.1731464,0.22492689,0.25339755,0.20634784,0.14218132,0.16746947,0.1914674,0.21512128,0.21976604,0.20617582,"174,641",1.0,0.024055062,0.10735236,0.034030236,0.036613356,0.032838278,0.37765726,31024.627,0.40935,11.826,0.29109,0.59054,0.016792368,1500.9995,0.0,0.0,5.498829232222816,15.917788461538464,5.7748213,-0.005633922,0.017178096,3568.4165,0.38067394,0.6414608,0.21702151,1.5439986407393609,0.0053148,0.016072972555127376,0.011079872424001236,0.041276302,-0.3850533023573279,0.46531457,0.0006470268,0.16284779,0.080115065,0.5482139,0.0020944234
17300.0,Staunton,VA,13518.0,0.34291497,0.2388664,0.20607288,0.14412956,0.068016194,0.21860465,0.22956811,0.23488373,0.19136213,0.1255814,0.15934066,0.18768074,0.23828803,0.22498554,0.18970503,0.11111111,0.15672153,0.20987654,0.25925925,0.26303154,0.10697115,0.13100961,0.17307693,0.23076923,0.35817307,0.18271933,0.22266607,0.25580707,0.21571238,0.12309513,0.18922918,0.19270602,0.2174878,0.21083,0.189747,"188,559",1.0,0.071288034,0.079271354,0.030532608,0.027628656,0.0329618,0.3441178,34674.184,0.36753,7.9709997,0.28781998,0.59208,0.017036634,1464.7083,0.0,0.0,6.003409288571926,,3.6326737,,0.037123658,9809.123,0.12154333,0.6070958,0.2058329,3.5197608439597317,0.0045615,0.0106757036259208,0.007302754045152976,0.018754324,-0.19975060790778904,0.49184605,0.0012304102,0.19654873,0.09799749,0.5827674,-0.0043787495
17400.0,Hagerstown,PA,28996.0,0.34384215,0.23406668,0.18711726,0.14787933,0.08709458,0.2347118,0.21012294,0.22257704,0.19415615,0.13843206,0.16039838,0.17153715,0.21936837,0.22867252,0.22002359,0.11409991,0.14543305,0.19095477,0.26588827,0.283624,0.10109498,0.117901705,0.16144639,0.24700789,0.37254903,0.15205546,0.21599531,0.26317424,0.23334253,0.13543247,0.18550834,0.17602427,0.20068285,0.22009933,0.2176852,"408,535",1.0,0.04719057,0.16431081,0.035386726,0.035842776,0.0340376,0.2978096,34828.66,0.35054,8.689,0.26365,0.6073,0.013669934,1511.904,0.0,0.0,6.288212721701785,17.35456708827748,1.2364935,0.0068704705,0.0146866245,3360.478,-0.033800196,0.63295346,0.17609684,1.4268845527942373,0.0052539003,0.03062405913813994,0.011783568115338955,0.018605828,-0.2563319054943733,0.3907303,0.0019562314,0.1859257,0.09665828,0.5982128,0.0058683213
17501.0,Cumberland,MD,11132.0,0.3326547,0.23941368,0.18851791,0.14250815,0.09690554,0.21532977,0.21853833,0.2171123,0.20641711,0.14260249,0.14025883,0.18747814,0.21056314,0.24344176,0.21825813,0.10757356,0.13844669,0.17655572,0.26531598,0.31210807,0.10010649,0.13951011,0.14589989,0.22790202,0.38658148,0.22062522,0.25197628,0.25682718,0.1862199,0.08435142,0.19214876,0.19358605,0.19556235,0.21460654,0.2040963,"155,822",1.0,0.03262697,0.149041,0.023711398,0.026049688,0.021203578,0.37268573,29146.754,0.42452,13.041,0.29411,0.58931,0.016419759,1839.5288,1.0,11.428572,6.553359054930194,16.0458374766318,-2.0426233,-0.005639821,0.032087896,12038.528,-0.05918999,0.56646204,0.16757625,0.7390648974049756,0.0040897,0.008195248424484347,0.0068154689324999036,0.009349095,0.038058743281444256,0.49066243,0.0017712518,0.18687895,0.08486233,0.6004664,0.00014288606
17502.0,Winchester,VA,8460.0,0.33281854,0.24710424,0.18069498,0.14208494,0.097297296,0.23647518,0.22420524,0.21026213,0.19966537,0.12939209,0.19441772,0.17709336,0.20885468,0.22762272,0.19201155,0.12771739,0.15326087,0.21195652,0.23695652,0.2701087,0.109353505,0.121045396,0.17331499,0.23314993,0.36313617,0.15307328,0.21193853,0.24562648,0.21749409,0.17186761,0.19539008,0.18297872,0.19940898,0.21158393,0.2106383,"115,649",1.0,0.043268856,0.10046807,0.04174451,0.03713148,0.044926703,0.30138448,36886.55,0.40224,10.978,0.29246002,0.57459,0.017259493,1800.507,0.0,0.0,6.326488517487221,16.63373737373737,0.058316227,-0.0030761498,0.017293708,9057.996,-0.057921667,0.66891825,0.18235186,1.2049233482570345,0.0048848,0.03861684925939697,0.023476208181653104,0.029471407,-0.8749088595216546,0.3907859,0.0009511539,0.1716603,0.09817806,0.5842979,0.002133682
17600.0,Charlottesville,VA,17849.0,0.386472,0.25506556,0.19338498,0.10369488,0.0613826,0.27341026,0.23182184,0.21947947,0.16259727,0.11269117,0.18887635,0.1959345,0.22670807,0.20299266,0.18548842,0.13232408,0.16400336,0.22119428,0.23324923,0.24922904,0.1282472,0.13234892,0.18403062,0.24145475,0.3139185,0.18802173,0.20880722,0.19844249,0.19984312,0.20488542,0.2199563,0.19513698,0.20908734,0.18981455,0.18600482,"273,489",1.0,0.16415651,0.09566821,0.060017396,0.058295347,0.061847962,0.28161335,37998.85,0.48886,12.275,0.36611003,0.50012,0.019386517,1882.2084,0.0,0.0,6.177286120172578,,-0.3673887,,0.010969362,2785.776,0.32689446,0.62569386,0.09269233,1.0813661310627622,0.0048145,0.030823908822658317,0.017156083060013382,0.04379517,-0.4840308079571143,0.36515546,0.0008519538,0.20284168,0.08882994,0.54390204,0.0045481953
17700.0,Syracuse,NY,85533.0,0.34053832,0.26740077,0.19032082,0.12506798,0.07667211,0.23005511,0.23334931,0.22436512,0.18225922,0.12997125,0.15624835,0.19380704,0.23141848,0.22830616,0.19021997,0.11164316,0.1622339,0.21912247,0.2455629,0.26143757,0.09445315,0.12278283,0.17944218,0.24819806,0.3551238,0.17200379,0.19519952,0.22163376,0.22462675,0.1865362,0.18080741,0.1938433,0.21051525,0.20914735,0.20568669,"1,080,612",1.0,0.055637915,0.25283983,0.0855179,0.087969,0.08029137,0.3778182,35777.754,0.40878,10.819,0.30059,0.54086,0.03212532,3043.899,0.0,6.904762,8.589831317825642,15.836666752971032,1.8140098,-0.016059788,0.023135038,10407.939,0.087913506,0.6294561,0.14585753,1.2528775152626028,0.0047909003,0.008283269110467032,0.011962665600604102,0.04251134,0.3530276640237464,0.48412287,0.0019934617,0.23607245,0.08711425,0.52212983,-0.004113796
17800.0,Oneonta,NY,12619.0,0.29962546,0.2588015,0.18988764,0.1588015,0.09288389,0.19172245,0.21941571,0.24041387,0.22063299,0.12781498,0.13403763,0.19181249,0.2377022,0.23836249,0.19808517,0.10948905,0.15027909,0.21253757,0.26921424,0.25848004,0.09118774,0.14022988,0.18314177,0.26283523,0.32260537,0.2115857,0.26040098,0.24003486,0.18456297,0.10341548,0.17513274,0.20017435,0.2180046,0.2251367,0.18155164,"161,132",0.0,0.012077055,0.05347073,0.011656264,0.013753005,0.0077506816,0.40543783,31398.205,0.37411,7.3770003,0.30034,0.56886,0.03418127,2714.4944,0.0,6.904762,9.283853167149443,14.013775086505191,3.6895428,-0.020987058,0.024824368,5230.917,0.15115343,0.6103361,0.15185046,1.9778127221937611,0.004294,0.014348484472358067,0.011847429436735099,0.025053335,0.1017994231605399,0.3771194,0.0015589718,0.19888385,0.090213746,0.55279106,0.0052148653
17900.0,Union,NY,23228.0,0.31465733,0.24587293,0.20110054,0.15032516,0.088044025,0.21368226,0.22707604,0.22377911,0.1957552,0.1397074,0.15216593,0.19640236,0.22558737,0.23476505,0.19107929,0.110663176,0.17133643,0.2056037,0.24954647,0.26285022,0.101814516,0.12575606,0.17011088,0.24722782,0.35509074,0.17211986,0.20892888,0.23454452,0.21357843,0.17082831,0.17552093,0.19390391,0.20724986,0.21736696,0.20595832,"294,558",1.0,0.022552434,0.11976323,0.06287796,0.06508406,0.06332812,0.3633454,35191.773,0.39032,8.997,0.30035,0.55685,0.028862644,2369.864,0.0,6.904762,8.034053692804,15.87728500462762,7.263182,-0.014582326,0.010184752,3090.4873,0.18231872,0.6152779,0.18949477,6.272013311889509,0.0041325,0.014126250178233149,0.015453662776091635,0.03998647,0.5047830679504298,0.49313208,0.0012596903,0.20897314,0.09421756,0.5377528,-0.0030394606
18000.0,Buffalo,NY,181452.0,0.35591865,0.27352685,0.19009213,0.11367982,0.06678255,0.22189021,0.23578982,0.234279,0.18049353,0.12754743,0.15151516,0.19494595,0.23384993,0.22911008,0.1905789,0.10857043,0.15785094,0.22167467,0.25290754,0.25899643,0.09440427,0.12128694,0.18205638,0.2495024,0.35275,0.15852678,0.16414809,0.20696382,0.25162026,0.21874104,0.17217225,0.18866147,0.21259066,0.21327955,0.21329609,"2,369,699",1.0,0.104208596,0.34187743,0.09842458,0.09677958,0.097192265,0.3325588,38617.586,0.39648,10.989,0.28658998,0.52128,0.0328017,3031.0352,0.0,6.904762,9.07992022708459,15.714098860597513,3.2445102,-0.015507701,0.015191803,8230.176,0.02940888,0.6394833,0.18326579,2.2411472953501916,0.0049977,0.006830825349548614,0.01162004119510537,0.04911341,0.39367020051152657,0.607294,0.0015530789,0.25066498,0.08834933,0.52449024,-0.00658257
18100.0,Elmira,NY,26106.0,0.30819806,0.25416067,0.19067188,0.15327717,0.09369221,0.2048047,0.2288282,0.21085379,0.2098168,0.1456965,0.15405491,0.19364624,0.22381864,0.23627076,0.19220945,0.111715086,0.14920337,0.2198688,0.25941893,0.25979382,0.10742086,0.12221069,0.16683964,0.24545926,0.35806954,0.18643224,0.22163488,0.23994485,0.20435914,0.1476289,0.17850302,0.19309737,0.20554662,0.22102198,0.201831,"346,894",1.0,0.02967477,0.15755147,0.04761716,0.048011683,0.046069168,0.41062704,32547.64,0.41641,10.805,0.30835998,0.56843,0.02889831,2589.948,0.0,6.904762,8.669744087022131,16.036289291243186,0.77428335,-0.0020801777,0.0230618,15546.656,0.26550567,0.6148022,0.17516798,1.2873323165979729,0.004162,0.011801876077418462,0.015249615156214867,0.04247956,0.499739884594589,0.39649,0.0011847999,0.22160567,0.091707155,0.51584065,0.0009845156
